OLD_SERVICE_TITLE,OLD_SERVICE_URL,AUTHORITATIVE_AGO_TITLE,AUTHORITATIVE_AGO_SERVICE_URL,UPDATED_URL,AUTHORITATIVE_AGO_ITEMID,ASSOCIATED_DEPRECATED_ITEMIDS,ASSOCIATED_DEPRECATED_URLS
fadm - tree farm license (tfl) addition,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/459,FADM - Tree Farm License (TFL) Addition,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/13,YES,eb1aa26f09d94a738371b684e8e70fe8,44b92d88afb24819b1ae896d644b061b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/459
fadm - tree farm license (tfl) deletion,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/486,FADM - Tree Farm License (TFL) Deletion,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/24,YES,77fdc003327045a79801bffb8ce3be5d,a78fb5a21026426b8fb98f5429dd838a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/486
fadm - tree farm license (tfl) schedule a,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/521,FADM - Tree Farm License (TFL) Schedule A,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/29,YES,14df1aa2edfd4f36a0d89eb159d820fa,5c4bc1687ed94e1bb08d4e2c2222332b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/521
fadm - tree farm license agreement boundary (tfl),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/532,FADM - Tree Farm License Agreement Boundary (TFL),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/43,YES,0aa893ab8f964cfc91e8a0b217d6bbd6,3baa742905614da2a3c47002b2d50ee3,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/532
fadm - tree farm license current view (tfl),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/266,FADM - Tree Farm License Current View (TFL),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/46,YES,76eadf97e25945a1817109494410d96e,9a676c3a355e456ca3bcbaa444a89214,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/266
family service providers,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/400,Family Service Providers,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/23,YES,2fa7c91445f64c7f8af01ef1d9e97c89,5efdf0fa379046468592b492c2af9ff4,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/400
federal offshore exploratory wells,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/728,Federal Offshore Exploratory Wells,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/7,YES,925809e052ff48e49241c0ea022604c5,762af5c2874d474ea0a4a72564804ed1,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/728
federal offshore oil and gas tenures,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/732,Federal Offshore Oil and Gas Tenures,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/16,YES,2c15b088b68045ba94384056592dac94,ab6c8ee839cf4787ad4eb505e3b570d1,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/732
ferry terminals,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/219,Ferry Terminals,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/45,YES,84e90ddae92d41dab00981a4820ac272,cfe6763cac754123a83b8ece0ba4ed76,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/219
fibre recovery zones,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/754,Fibre Recovery Zones,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/47,YES,a537327d489743f7ab74716030a0fa54,,
fire burn severity - historical,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/440,Fire Burn Severity - Historical,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/35,YES,1871f8457644494c8727bbfc7fd25087,27dde8dd947649ea836ccc6c289402b7,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/440
fire centres,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/282,BC Wildfire Fire Centres,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/2,YES,2940b49bcf9a458191a55c21d58f922f,195836a13c324a0fa9111f708788cb5a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/282
fire incident locations - historical,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/603,Fire Incident Locations - Historical,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/12,YES,6ddb98961107456ea7e7f2915a5caba1,1866c936f888465897297df8371d9d6b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/603
fire locations - current,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/502,Fire Locations - Current,https://services6.arcgis.com/ubm4tcTYICKBpist/arcgis/rest/services/BCWS_ActiveFires_PublicView/FeatureServer,NA,397a1defe7f04c2b8ef6511f6c087dbf,"8f2ff844815d419bbdc6a25a4320d761,ff93b5b1378f4b4fb69d45199be0b082","https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/502,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/502"
fire perimeters - current,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/624,,,,,"cb68463f363042f581b99ea20738da73,6c5050b1ab0a4b82a7588ce03e436328","https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/624,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/624"
fire perimeters - historical,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/720,Fire Perimeters - Historical,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/5,YES,fc8ed463499845d2915981764fd39f9e,8cfea7570afc4264af9cabd19a284c64,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/720
fire zones,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/378,BC Wildfire Fire Zones,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/8,YES,cdc29473ea7a45439e5b13c382c7b168,f0c8ce7f59ac4aa0ad0e796a986f8a4c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/378
first nation community locations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/558,First Nation Community Locations,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/56,YES,5073ac7c1f96480da8de29c6e032c084,5f7dd95b44bd4d8dbfbc01d3fd5adc1c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/558
first nation statement of intent boundaries bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/215,First Nation Statement of Intent Boundaries BC,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_legal_and_admin_boundaries/MapServer/1,YES,5a6992f83f9d430bbfceae4ea46caa73,78efc7607fc3427689b91168cbcbaff8,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/215
first nation treaty side agreement,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/151,First Nation Treaty Side Agreement,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/3,YES,bd3af30318c64a799be5bde7a576206b,fdaf2225225a44cfbd1e45b9b0aa4b3a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/151
first nations treaty areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/392,First Nations Treaty Areas,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/17,YES,0c2535fa4efd4331a1404d6316126ac2,27893c7489bf492ca29c8cbb963cd9b8,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/392
first nations treaty lands,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/18,First Nations Treaty Lands,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/19,YES,2e7c17e87aae457aa6659270cf93e584,d735928573d34387828442e9fe8d4f4f,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/18
first nations treaty related lands,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/13,First Nations Treaty Related Lands,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/0,YES,1c2e4ab375fb4ad5be185d12799d5950,d303343cb7f24ec4a62a0dfe01e8840c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/13
first responders,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/431,First Responders,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/30,YES,9b2e61be927f4ef3b365872d91c8b72b,cd8b5fa3729f424fab814e58c474d8a2,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/431
fish holding areas - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/83,Fish Holding Areas - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/61,YES,4048f78040554513a2c63fb783d46bff,8e1ebff47dfa4e708cb4dc5f2d617d83,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/83
fisheries sensitive watersheds,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/172,Fisheries Sensitive Watersheds,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/42,YES,fa4ba6e72b474509acefa2cf20e7e5dd,f9c3e122593143179ee9aad08acdd214,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/172
fisheries sensitive watersheds - proposed,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/100,Fisheries Sensitive Watersheds - Proposed,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/14,YES,bc89aafa4be847738d284940f876b057,5cd81d4300204845a7fb6fe6b2807414,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/100
flood protection works - appurtenant structures.,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/723,Flood Protection Works - Appurtenant Structures.,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/49,YES,9ef8b6528b674170ae52899036339277,064d097f1cc945c3b8c891e3d1f6df9a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/723
flood protection works - structural works,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/260,Flood Protection Works - Structural Works,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/46,YES,df8609f8fac64d21947371c1efe59781,d815e15e91154ef3b38a6e3ed0876710,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/260
food banks,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/443,Food Banks,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/10,YES,5c345638b301477d9a7fbaac8085dccd,bdb97749b03f405699115c65feefe017,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/443
foreshore plant habitat zones okanagan region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/505,Foreshore Plant Habitat Zones Okanagan Region,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/5,YES,17283c2ce6bd4fdab5be771107474123,625a65bb0f98464791f8ce17e58068b7,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/505
forest inventory zones,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/209,Forest Inventory Zones,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/21,YES,0323a084d18f466590ae0c5fe7ebf3d8,99811cf17020433d9f7e8745411ce7e5,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/209
forest licensee operating areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/661,Forest Licensee Operating Areas,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/19,YES,07ceb8daf8e748da92221ed1be180308,515985fcced649569d6e5c9c4fad46c5,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/661
forest road segment tenure,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/388,Forest Road Segment Tenure,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/14,YES,1590fdd473cc4f38ad44436d3809f11c,9ed953ce44b045b886308e324b743e09,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/388
forest tenure communication sites,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/63,Forest Tenure Communication Sites,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/9,YES,8f1ac6c8210649db9a1267c6054d04ba,472bd7afe6ac4e1296ab2d4d6d2adf78,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/63
forest tenure cutblock polygons (fta 4.0),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/340,Forest Tenure Cutblock Polygons (FTA 4.0),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/7,YES,9531eda4829945f683393841b2b92c21,a0ac82546e544263b484d1f809d5db2e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/340
forest tenure free use permit,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/359,Forest Tenure Free Use Permit,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/21,YES,5c624e8ec73c485ba82be1a97a994036,2cb63b1eedcd4ba5b7cb92968badff20,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/359
forest tenure harvesting authority polygons,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/383,Forest Tenure Harvesting Authority Polygons,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/10,YES,6caa13a687cf49e3b59bff8c31edf941,5e457064372e4778b7e03e526802b623,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/383
forest tenure managed licence,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/556,Forest Tenure Managed Licence,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/8,YES,90cc68fffb314175aaaa619cf6c2e547,984328bb461e4a57a42c93345896ce2e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/556
forest tenure map notation line,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/704,Forest Tenure Map Notation Line,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/16,YES,abd25110cd764ce8a870e2ccd52661c1,722dab8d32a547418b7ee8f95efcb7a6,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/704
forest tenure map notation point,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/221,Forest Tenure Map Notation Point,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/18,YES,8978d1e6f2dc4c43a22e982449c65273,7da9e12fb87347969b8a906896968d04,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/221
forest tenure map notation polygon,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/676,Forest Tenure Map Notation Polygon,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/0,YES,e6d0bb2526d24826b1b26e23d0ed0ae1,6e5c9fc5099e4e5a887a675c8d013acb,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/676
forest tenure real property project,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/288,Forest Tenure Real Property Project,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/4,YES,f2de33ef86c54f458a61f59875361d76,75e1a6494c0c4e6291d5608bf3d1100e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/288
forest tenure road section lines,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/196,,,,f425c6741d2c4b589f44cd9384ac10f7,"b75b5f50372e4fcba86d860b671b7068,effbea88940f4406adbc5264e5a5ff2c","https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/196,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/196"
forest tenure road segment lines,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/399,Forest Tenure Road Segment Lines,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/20,YES,f425c6741d2c4b589f44cd9384ac10f7,764472d121414f52bfbacf6ee278d882,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/399
forest tenure special access road line,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/138,Forest Tenure Special Access Road Line,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/22,YES,5155c5ef5bfe40e1aa5913d9c1fd4fee,817ece281107478d87479ba0ece9c790,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/138
forest tenure special access road polygon,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/480,Forest Tenure Special Access Road Polygon,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/19,YES,e2037db7415a447e90983f5cfc07e51b,84c54100a3cc40299d81e160a0fa94e0,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/480
forest tenure special use permit polygon,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/615,Forest Tenure Special Use Permit Polygon,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/6,YES,1c5c99b6d8ca46849880fad4a3772fad,d87ea6b9445e4b1fa5b2bbdf6d906630,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/615
forest tenure timber licence,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/427,Forest Tenure Timber Licence,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/15,YES,5ac3fc7a4c714a3eada645bc29600f2d,bb1379fe570f4fec882d56a70e13f732,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/427
forest tenure timber licence elimination,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/237,Forest Tenure Timber Licence Elimination,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/2,YES,ce1db91801114fffba1ae106124a955c,12a505a19d7b499593992c3b7af4dbb9,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/237
freshwater atlas assessment watersheds,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/398,Freshwater Atlas Assessment Watersheds,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/17,YES,cf58bbf0975b4a73b131ee0540bdb39a,1ea1ace9299644438611211e968f55cf,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/398
freshwater atlas bays and channels,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/113,Freshwater Atlas Bays and Channels,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/66,YES,4b8741c4af6f49c2ae372fc9274ab2dc,bcc91efc189b4fea97c0af60407569c8,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/113
